Image,Text,Score,Box
id1.png,國立臺灣師範大學,0.9574863314628601,"[[239.0, 113.0], [721.0, 113.0], [721.0, 188.0], [239.0, 188.0]]"
id1.png,學生證,0.9999940991401672,"[[776.0, 119.0], [957.0, 119.0], [957.0, 174.0], [776.0, 174.0]]"
id1.png,TAｌwＡn,0.7998431324958801,"[[366.0, 189.0], [460.0, 189.0], [460.0, 217.0], [366.0, 217.0]]"
id1.png,nＯＲmＡＬ,0.8667554259300232,"[[464.0, 189.0], [569.0, 189.0], [569.0, 217.0], [464.0, 217.0]]"
id1.png,Student,0.9981555938720703,"[[775.0, 182.0], [896.0, 182.0], [896.0, 209.0], [775.0, 209.0]]"
id1.png,1.D.,0.75946444272995,"[[901.0, 182.0], [954.0, 182.0], [954.0, 210.0], [901.0, 210.0]]"
id1.png,NＡＴIＯnＡＬ,0.8537870645523071,"[[239.0, 192.0], [356.0, 192.0], [356.0, 214.0], [239.0, 214.0]]"
id1.png,ＵnｌＵＥＡＳｌＴY,0.6767004728317261,"[[579.0, 192.0], [719.0, 192.0], [719.0, 214.0], [579.0, 214.0]]"
id1.png,學號,0.9923246502876282,"[[439.0, 298.0], [537.0, 298.0], [537.0, 346.0], [439.0, 346.0]]"
id1.png,70368038A,0.9960548877716064,"[[595.0, 306.0], [853.0, 306.0], [853.0, 341.0], [595.0, 341.0]]"
id1.png,姓名,0.999275803565979,"[[438.0, 389.0], [535.0, 389.0], [535.0, 437.0], [438.0, 437.0]]"
id1.png,王小美,0.9984219670295715,"[[585.0, 390.0], [729.0, 390.0], [729.0, 436.0], [585.0, 436.0]]"
id1.png,"WANG,",0.9484097361564636,"[[587.0, 458.0], [732.0, 461.0], [731.0, 502.0], [586.0, 499.0]]"
id1.png,Hsiao-Mei,0.9996209740638733,"[[748.0, 463.0], [948.0, 460.0], [949.0, 497.0], [749.0, 499.0]]"
id1.png,採所,0.9011783599853516,"[[439.0, 547.0], [539.0, 547.0], [539.0, 591.0], [439.0, 591.0]]"
id1.png,教育學系學士珈,0.9233084917068481,"[[584.0, 551.0], [922.0, 551.0], [922.0, 590.0], [584.0, 590.0]]"
